OCCURRENCES,ARRIVAL_AIRPORT_IATA,DEPARTURE_AIRPORT_IATA,DEPARTURE_DATE,ARRIVAL_AIRPORT_DESCRIPTION,DEPARTURE_AIRPORT_DESCRIPTION,ARRIVAL_CITY,DEPARTURE_CITY,ARRIVAL_COUNTRY_CODE,DEPARTURE_COUNTRY_CODE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY,ALARM_REASON,OPERATOR_NOTES,RISK_FLAG,DEPARTURE_COUNTRY_FULL,ARRIVAL_COUNTRY_CODE_FULL,ZONE_3,ARRIVAL_COUNTRY_PERCENTAGE,TOTAL_FLIGHTS
Allarmi generati da SDI/NSIS,TSF,LTN,2024-02-14 13:45:00,Treviso-Sant'Angelo,London Luton,Treviso,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,4,Italia,11.0
Viaggiatori entrati nel Sistema,BLQ,STN,2024-01-07 08:00:00,Guglielmo Marconi,Stansted,Bologna,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,145.0
"Voli solo visualizzati, ma NON investigati",CTA,LGW,2024-02-06 07:30:00,Fontanarossa,London Gatwick,Catania,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,7,Italia,1.0
Voli disponibili in ingresso al Sistema,BGY,EDI,2024-01-08 06:45:00,Orio Al Serio,Edinburgh,Bergamo,Edinburgh,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,IST,2024-01-05 17:55:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,RAK,2024-02-16 10:20:00,Fiumicino,Menara,Roma,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,5,Italia,217.0
Viaggiatori entrati nel Sistema,FCO,DEL,2024-01-21 03:45:00,Fiumicino,Indira Gandhi International,Roma,New Delhi,ITA,IND,Italia,India,Manuale,No information provided,LOW,India,ITA,5,Italia,241.0
Voli con Allarmi,AOI,STN,2024-01-29 18:25:00,Falconara,Unknown,Ancona,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Viaggiatori investigati,FCO,JFK,2024-01-08 21:00:00,Fiumicino,John F Kennedy International,Roma,New York,ITA,,Italia,Stati Uniti,NSIS,No information provided,LOW,Stati Uniti,ITA,5,Italia,261.0
Viaggiatori entrati nel Sistema,VCE,SSH,2024-01-04 20:00:00,Venezia Marco Polo,Unknown,Venezia,Sharm El Sheikh,ITA,EGY,Italia,Egitto,NSIS,No information provided,LOW,Egitto,ITA,4,Italia,216.0
Allarmi Chiusi,FCO,ZNZ,2024-02-21 08:30:00,Fiumicino,Kisauni,Roma,Nan,ITA,TZA,Italia,Tanzania,Manuale,No information provided,LOW,Tanzania,ITA,5,Italia,22.0
Voli con Allarmi,CTA,TIA,2024-02-23 18:20:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,7,Italia,1.0
Nulla a procedere SDI,PSA,TIA,2024-01-07 07:30:00,Galileo Galilei,Rinas Mother Teresa,Pisa,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,8,Italia,18.0
Allarmi Chiusi,MXP,IST,2024-02-04 20:30:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,2,Italia,8.0
Viaggiatori entrati nel Sistema,MXP,EWR,2024-02-09 18:05:00,Malpensa,Newark Liberty International,Milano,Newark,ITA,,Italia,Stati Uniti,NSIS,No information provided,LOW,Stati Uniti,ITA,2,Italia,233.0
Viaggiatori entrati nel Sistema,FCO,SPX,2024-01-21 10:50:00,Fiumicino,Sphinx International,Roma,Giza,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,5,Italia,165.0
Viaggiatori entrati nel Sistema,BLQ,STN,2024-02-01 12:05:00,Guglielmo Marconi,Stansted,Bologna,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,170.0
"Voli solo visualizzati, ma NON investigati",FCO,LHR,2024-01-06 16:00:00,Fiumicino,London Heathrow,Roma,Nan,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli con Allarmi,MXP,IST,2024-02-06 15:50:00,Malpensa,Havalimani,Milano,Nd,ITA,,Italia,Turchia,No information provided,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Nulla a procedere SDI,BRI,TIA,2024-01-31 11:35:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,9,Italia,15.0
"Voli solo visualizzati, ma NON investigati",BGY,AMM,2024-02-29 22:20:00,Orio Al Serio,Queen Alia International,Bergamo,Amman,ITA,JOR,Italia,Giordania,TSC,No information provided,LOW,Giordania,ITA,2,Italia,1.0
Viaggiatori con Allarmi,VRN,TIA,2024-01-25 13:20:00,Verona Villafranca,Rinas Mother Teresa,Verona,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,4,Italia,26.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,STN,2024-02-04 06:10:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi Chiusi,FCO,JFK,2024-01-22 21:00:00,Fiumicino,John F Kennedy International,Roma,New York,ITA,,Italia,Stati Uniti,NSIS,No information provided,LOW,Stati Uniti,ITA,5,Italia,8.0
"Voli solo visualizzati, ma NON investigati",FCO,CAI,2024-01-27 10:00:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,Manuale,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,AOI,TIA,2024-01-07 11:15:00,Falconara,Rinas Mother Teresa,Ancona,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,8,Italia,1.0
Viaggiatori con Allarmi,FCO,AUH,2024-01-29 14:40:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,15.0
Voli con Allarmi,VCE,BRS,2024-01-01 11:40:00,Venezia Marco Polo,Bristol,Venezia,Bristol,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Voli con Allarmi,FCO,CAI,2024-01-15 11:00:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,TIA,2024-02-11 16:55:00,Fiumicino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",VCE,LHR,2024-02-12 00:00:00,Venezia Marco Polo,London Heathrow,Venezia,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Allarmi generati da SDI/NSIS,BGY,TIA,2024-02-03 06:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,2,Italia,5.0
Voli disponibili in ingresso al Sistema,VCE,EDI,2024-01-23 15:00:00,Venezia Marco Polo,Edinburgh,Venezia,Edinburgh,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Voli disponibili in ingresso al Sistema,BLQ,LHR,2024-02-11 19:25:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Allarmi generati da SDI/NSIS,BGY,TIA,2024-01-15 17:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,2,Italia,30.0
Voli disponibili in ingresso al Sistema,MXP,BEG,,Malpensa,Nikola Tesla,Milano,Belgrade,ITA,SRB,Italia,Serbia,INTERPOL,No information provided,LOW,Serbia,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,JFK,2024-01-17 22:20:00,Malpensa,John F. Kennedy International,Milano,New York,ITA,,Italia,Stati Uniti,Manuale,No information provided,LOW,Stati Uniti,ITA,2,Italia,
"Voli solo visualizzati, ma NON investigati",CIA,STN,2024-02-14 18:00:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori investigati,BGY,SHJ,2024-02-07 07:15:00,Orio Al Serio,Sharjah,Bergamo,Sharjah,ITA,,Italia,Emirati Arabi Uniti,INTERPOL,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,148.0
Viaggiatori investigati,VRN,TIA,2024-01-31 21:15:00,Verona Villafranca,Rinas Mother Teresa,Verona,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,4,Italia,145.0
Viaggiatori con Allarmi,MXP,DSS,2024-01-14 21:00:00,Malpensa,Blaise Diagne International,Milano,Dakar,ITA,SEN,Italia,Senegal,No information provided,No information provided,LOW,Senegal,ITA,2,Italia,
Viaggiatori con Allarmi,BGY,SSH,2024-02-17 15:35:00,Orio Al Serio,Sharm El-Sheikh International,Bergamo,Sharm El Sheikh,ITA,EGY,Italia,Egitto,INTERPOL,No information provided,LOW,Egitto,ITA,2,Italia,5.0
Voli con Allarmi,TSF,TIA,2024-02-08 20:15:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,4,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,LHR,2024-01-30 11:40:00,Malpensa,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Viaggiatori investigati,VCE,RMO,2024-02-10 13:20:00,Venezia Marco Polo,Chisinau International Airport,Venezia,Chisinau,ITA,MDA,Italia,Moldavia,INTERPOL,No information provided,LOW,Moldavia,ITA,4,Italia,179.0
Voli disponibili in ingresso al Sistema,FCO,DEL,,Fiumicino,Indira Gandhi International,Roma,New Delhi,ITA,IND,Italia,India,No information provided,No information provided,LOW,India,ITA,5,Italia,1.0
Allarmi generati da BCS,FCO,LGW,2024-02-16 16:40:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori investigati,FCO,DOH,2024-02-11 15:35:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,TSC,No information provided,LOW,Qatar,ITA,5,Italia,0.0
Viaggiatori con Allarmi,NAP,LTN,2024-01-05 06:30:00,Napoli Capodichino,London Luton,Napoli,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,6,Italia,4.0
Viaggiatori con Allarmi,FCO,LHR,2024-01-02 09:20:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,5,Italia,3.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,SAW,2024-02-15 11:10:00,Orio Al Serio,Nan,Bergamo,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,TGD,2024-01-19 10:20:00,Fiumicino,Golubovci,Roma,Podgorica,ITA,MNE,Italia,Montenegro,No information provided,No information provided,LOW,Montenegro,ITA,5,Italia,46.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,SKP,2024-01-03 19:20:00,Fiumicino,Petrovec,Roma,Skopje,ITA,MKD,Italia,Macedonia,NSIS,No information provided,LOW,Macedonia,ITA,5,Italia,1.0
Allarmi Chiusi,VRN,LGW,2024-01-15 06:30:00,Verona Villafranca,London Gatwick,Verona,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,4,Italia,5.0
Allarmi generati da INTERPOL,BGY,BFS,2024-01-12 09:15:00,Orio Al Serio,Belfast International,Bergamo,Belfast,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BLQ,TUN,2024-02-26 08:00:00,Guglielmo Marconi,Carthage,Bologna,Nd,ITA,TUN,Italia,Tunisia,INTERPOL,No information provided,LOW,Tunisia,ITA,8,Italia,1.0
Nulla a procedere SDI,MXP,SKP,2024-02-26 19:50:00,Malpensa,Petrovec,Milano,Skopje,ITA,MKD,Italia,Macedonia,No information provided,No information provided,LOW,Macedonia,ITA,2,Italia,20.0
"Voli solo visualizzati, ma NON investigati",TRN,NCL,2024-01-14 06:00:00,Sandro Pertini,Newcastle,Torino,Newcastle,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,BAH,2024-01-10 01:40:00,Fiumicino,Bahrain International,Roma,Manama,ITA,BHR,Italia,Bahrain,INTERPOL,No information provided,LOW,Bahrain,ITA,5,Italia,4.0
Allarmi Rilevanti,FCO,TIA,2024-01-17 06:10:00,Fiumicino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,5,Italia,4.0
Viaggiatori con Allarmi,LIN,LHR,2024-01-02 00:00:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Viaggiatori con Allarmi,CIA,STN,2024-02-28 06:15:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,3.0
Allarmi generati da SDI/NSIS,FCO,BEG,2024-01-14 06:10:00,Fiumicino,Nikola Tesla,Roma,Belgrade,ITA,SRB,Italia,Serbia,SDI,No information provided,LOW,Serbia,ITA,5,Italia,1.0
Allarmi generati da SDI/NSIS,NAP,IST,2024-02-10 08:00:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,6,Italia,15.0
"Voli solo visualizzati, ma NON investigati",TRN,BHX,2024-01-07 07:10:00,Sandro Pertini,Birmingham International,Torino,Birmingham,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Voli con Allarmi,FCO,IST,2024-01-03 18:00:00,Fiumicino,Istanbul Airport,Roma,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,5,Italia,1.0
Allarmi Chiusi,PSA,STN,2024-02-10 18:25:00,Galileo Galilei,Stansted,Pisa,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,3.0
Voli con Allarmi,CIA,EDI,2024-01-26 06:15:00,Ciampino,Edinburgh,Roma,Edinburgh,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Allarmi NON Chiusi,FCO,LGW,2024-01-02 16:50:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli con Allarmi,PSA,TIA,2024-01-07 06:50:00,Galileo Galilei,Rinas Mother Teresa,Pisa,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,8,Italia,1.0
Nulla a procedere SDI,BRI,TIA,2024-01-09 16:50:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,9,Italia,21.0
Nulla a procedere NSIS,LIN,LGW,2024-02-17 10:35:00,Linate,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,SSH,2024-02-04 15:45:00,Fiumicino,Sharm El-Sheikh International,Roma,Sharm El Sheikh,ITA,EGY,Italia,Egitto,Manuale,No information provided,LOW,Egitto,ITA,5,Italia,174.0
Viaggiatori entrati nel Sistema,PMF,RMO,2024-02-24 10:00:00,Parma,Chisinau International Airport,Parma,Chisinau,ITA,MDA,Italia,Moldavia,Manuale,No information provided,LOW,Moldavia,ITA,8,Italia,137.0
"Voli solo visualizzati, ma NON investigati",TRN,TIA,2024-01-12 06:55:00,Sandro Pertini,Rinas Mother Teresa,Torino,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,1,Italia,1.0
Voli disponibili in ingresso al Sistema,NAP,HRG,2024-02-27 12:05:00,Napoli Capodichino,Hurghada International,Napoli,Hurghada,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,6,Italia,1.0
Viaggiatori investigati,PSA,TIA,2024-01-29 16:45:00,Galileo Galilei,Rinas Mother Teresa,Pisa,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,8,Italia,201.0
Voli disponibili in ingresso al Sistema,FCO,HRG,2024-02-08 22:05:00,Fiumicino,Hurghada International,Roma,Hurghada,ITA,EGY,Italia,Egitto,NSIS,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli con Allarmi,MXP,TUN,2024-01-08 07:45:00,Malpensa,Carthage,Milano,Tunis,ITA,TUN,Italia,Tunisia,No information provided,Verifica richiesta,LOW,Tunisia,ITA,2,Italia,1.0
Viaggiatori investigati,BRI,TIA,2024-01-13 11:35:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,9,Italia,171.0
"Voli solo visualizzati, ma NON investigati",MXP,JED,2024-02-08 19:40:00,Malpensa,King Abdulaziz International,Milano,Jeddah,ITA,,Italia,Arabia Saudita,TSC,No information provided,LOW,Arabia Saudita,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,BGY,CAI,2024-02-12 15:40:00,Orio Al Serio,Cairo International,Bergamo,Cairo,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,EWR,2024-01-08 17:40:00,Fiumicino,Newark Liberty International,Roma,Nan,ITA,,Italia,Stati Uniti,No information provided,No information provided,LOW,Stati Uniti,ITA,5,Italia,279.0
Voli disponibili in ingresso al Sistema,MXP,DOH,2024-02-19 00:00:00,Malpensa,Hamad International,Milano,Doha,ITA,QAT,Italia,Qatar,No information provided,No information provided,LOW,Qatar,ITA,2,Italia,1.0
Viaggiatori con Allarmi,MXP,GRU,2024-02-25 18:00:00,Malpensa,Sao Paulo/Guarulhos-Governador Andre Franco Montoro International,Milano,Sao Paulo,ITA,BRA,Italia,Brasile,No information provided,No information provided,LOW,Brasile,ITA,2,Italia,8.0
Viaggiatori investigati,TRN,LHR,2024-02-25 09:30:00,Sandro Pertini,London Heathrow,Torino,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,1,Italia,89.0
Voli con Allarmi,LIN,LHR,2024-02-03 11:50:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli con Allarmi,BDS,TIA,2024-01-08 21:00:00,Papola Casale,Rinas Mother Teresa,Brindisi,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,9,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),VCE,IST,2024-01-07 08:10:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,4,Italia,1.0
"Voli solo visualizzati, ma NON investigati",TRN,LGW,,Sandro Pertini,London Gatwick,Torino,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,CAI,2024-01-25 10:00:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,5,Italia,13.0
"Voli solo visualizzati, ma NON investigati",FCO,JFK,2024-01-21 17:50:00,Fiumicino,John F Kennedy International,Roma,New York,ITA,,Italia,Stati Uniti,Manuale,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,MXP,JFK,2024-01-01 00:00:00,Malpensa,John F Kennedy International,Milano,New York,ITA,,Italia,Stati Uniti,Manuale,No information provided,LOW,Stati Uniti,ITA,2,Italia,
"Voli solo visualizzati, ma NON investigati",BLQ,DXB,2024-01-19 08:55:00,Guglielmo Marconi,Dubai International,Bologna,Dubai,ITA,,Italia,Emirati Arabi Uniti,NSIS,No information provided,LOW,Emirati Arabi Uniti,ITA,8,Italia,1.0
Viaggiatori investigati,BGY,NCL,2024-01-23 18:05:00,Orio Al Serio,Newcastle,Bergamo,Newcastle,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,123.0
Voli disponibili in ingresso al Sistema,LIN,BEG,2024-02-03 00:00:00,Linate,Nikola Tesla,Milano,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,MAN,2024-02-21 10:05:00,Malpensa,Manchester,Milano,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi Chiusi,FCO,ALG,2024-02-29 00:00:00,Fiumicino,Houari Boumediene,Roma,Algiers,ITA,DZA,Italia,Algeria,INTERPOL,No information provided,LOW,Algeria,ITA,5,Italia,8.0
Viaggiatori entrati nel Sistema,MXP,SPX,2024-02-28 19:50:00,Malpensa,Sphinx International,Milano,Giza,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,2,Italia,147.0
"Voli solo visualizzati, ma NON investigati",FCO,IST,2024-02-19 17:55:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,SSH,2024-01-14 22:05:00,Fiumicino,Sharm El-Sheikh International,Roma,Sharm El Sheikh,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,5,Italia,199.0
Allarmi generati da BCS,CTA,LGW,2024-02-27 07:30:00,Fontanarossa,London Gatwick,Catania,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,7,Italia,1.0
Viaggiatori entrati nel Sistema,TSF,TIA,2024-01-05 00:00:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,185.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FLR,LCY,2024-01-27 07:05:00,Firenze Peretola,London City,Firenze,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Allarmi Rilevanti,CTA,STN,2024-02-03 16:30:00,Fontanarossa,Stansted,Catania,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,7,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,MCT,2024-02-13 14:15:00,Malpensa,Seeb,Milano,Muscat,ITA,OMN,Italia,Oman,NSIS,No information provided,LOW,Oman,ITA,2,Italia,28.0
Voli disponibili in ingresso al Sistema,BGY,SHJ,2024-02-02 07:15:00,Orio Al Serio,Sharjah,Bergamo,Sharjah,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,1.0
Voli con Allarmi,NAP,LGW,2024-01-03 18:40:00,Napoli Capodichino,London Gatwick,Napoli,Nan,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,6,Italia,1.0
Allarmi generati da BCS,MXP,LGW,2024-01-01 07:05:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori investigati,VCE,CMN,2024-02-06 12:55:00,Venezia Marco Polo,Mohamed V,Venezia,Casablanca,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,4,Italia,155.0
Allarmi generati da SDI/NSIS,BGY,FEZ,2024-01-04 11:30:00,Orio Al Serio,Saiss,Bergamo,Fes,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,2,Italia,37.0
Viaggiatori investigati,TRN,RAK,2024-01-30 05:45:00,Sandro Pertini,Menara,Torino,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,1,Italia,169.0
Viaggiatori entrati nel Sistema,FLR,LCY,2024-01-19 11:25:00,Firenze Peretola,London City,Firenze,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,8,Italia,72.0
Allarmi generati da SDI/NSIS,FCO,DOH,2024-01-05 09:15:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,Manuale,No information provided,LOW,Qatar,ITA,5,Italia,8.0
